,lag04,lag03,lag02,lag01,lag00
146,11.28125,1.8235290000000002,1.833333,9.46875,0.7586206999999999
147,1.8235290000000002,1.833333,9.46875,0.7586206999999999,1.0
148,1.833333,9.46875,0.7586206999999999,1.0,0.2
149,9.46875,0.7586206999999999,1.0,0.2,2.7
150,0.7586206999999999,1.0,0.2,2.7,11.31579
151,1.0,0.2,2.7,11.31579,0.0
152,0.2,2.7,11.31579,0.0,5.08
153,2.7,11.31579,0.0,5.08,1.166667
154,11.31579,0.0,5.08,1.166667,6.85
155,0.0,5.08,1.166667,6.85,5.0
156,5.08,1.166667,6.85,5.0,2.04
157,1.166667,6.85,5.0,2.04,1.666667
158,6.85,5.0,2.04,1.666667,2.5
159,5.0,2.04,1.666667,2.5,2.7647060000000003
160,2.04,1.666667,2.5,2.7647060000000003,0.9696969999999999
161,1.666667,2.5,2.7647060000000003,0.9696969999999999,0.8235294
162,2.5,2.7647060000000003,0.9696969999999999,0.8235294,2.5
163,2.7647060000000003,0.9696969999999999,0.8235294,2.5,6.029412000000001
164,0.9696969999999999,0.8235294,2.5,6.029412000000001,8.655172
165,0.8235294,2.5,6.029412000000001,8.655172,4.181818
166,2.5,6.029412000000001,8.655172,4.181818,1.5
167,6.029412000000001,8.655172,4.181818,1.5,7.85
168,8.655172,4.181818,1.5,7.85,1.6842110000000001
169,4.181818,1.5,7.85,1.6842110000000001,5.0
170,1.5,7.85,1.6842110000000001,5.0,14.6
171,7.85,1.6842110000000001,5.0,14.6,2.0
172,1.6842110000000001,5.0,14.6,2.0,8.7
173,5.0,14.6,2.0,8.7,5.75
174,14.6,2.0,8.7,5.75,0.48
175,2.0,8.7,5.75,0.48,0.0
176,8.7,5.75,0.48,0.0,4.0454550000000005
177,5.75,0.48,0.0,4.0454550000000005,10.29412
178,0.48,0.0,4.0454550000000005,10.29412,6.060606
179,0.0,4.0454550000000005,10.29412,6.060606,10.35294
180,4.0454550000000005,10.29412,6.060606,10.35294,8.833333
181,10.29412,6.060606,10.35294,8.833333,15.63636
182,6.060606,10.35294,8.833333,15.63636,16.0
183,10.35294,8.833333,15.63636,16.0,15.909089999999999
184,8.833333,15.63636,16.0,15.909089999999999,2.1
185,15.63636,16.0,15.909089999999999,2.1,30.75
186,16.0,15.909089999999999,2.1,30.75,30.21053
187,15.909089999999999,2.1,30.75,30.21053,11.85714
188,2.1,30.75,30.21053,11.85714,17.92
189,30.75,30.21053,11.85714,17.92,16.83333
190,30.21053,11.85714,17.92,16.83333,22.2
191,11.85714,17.92,16.83333,22.2,9.0
192,17.92,16.83333,22.2,9.0,12.24
193,16.83333,22.2,9.0,12.24,4.8
194,22.2,9.0,12.24,4.8,3.0
195,9.0,12.24,4.8,3.0,1.7692310000000002
196,12.24,4.8,3.0,1.7692310000000002,4.533333
197,4.8,3.0,1.7692310000000002,4.533333,8.421053
198,3.0,1.7692310000000002,4.533333,8.421053,17.9375
199,1.7692310000000002,4.533333,8.421053,17.9375,5.90625
200,4.533333,8.421053,17.9375,5.90625,5.214286
201,8.421053,17.9375,5.90625,5.214286,3.25
202,17.9375,5.90625,5.214286,3.25,1.857143
203,5.90625,5.214286,3.25,1.857143,17.29412
204,5.214286,3.25,1.857143,17.29412,9.31579
205,3.25,1.857143,17.29412,9.31579,3.333333
206,1.857143,17.29412,9.31579,3.333333,10.3913
207,17.29412,9.31579,3.333333,10.3913,0.0
208,9.31579,3.333333,10.3913,0.0,0.0
209,3.333333,10.3913,0.0,0.0,0.0
210,10.3913,0.0,0.0,0.0,0.3913043
211,0.0,0.0,0.0,0.3913043,13.85714
212,0.0,0.0,0.3913043,13.85714,3.2105259999999998
213,0.0,0.3913043,13.85714,3.2105259999999998,6.785714
214,0.3913043,13.85714,3.2105259999999998,6.785714,3.53125
215,13.85714,3.2105259999999998,6.785714,3.53125,12.764710000000001
216,3.2105259999999998,6.785714,3.53125,12.764710000000001,17.4
217,6.785714,3.53125,12.764710000000001,17.4,13.878789999999999
218,3.53125,12.764710000000001,17.4,13.878789999999999,25.066670000000002
219,12.764710000000001,17.4,13.878789999999999,25.066670000000002,23.181820000000002
220,17.4,13.878789999999999,25.066670000000002,23.181820000000002,37.0
221,13.878789999999999,25.066670000000002,23.181820000000002,37.0,13.61905
222,25.066670000000002,23.181820000000002,37.0,13.61905,12.42105
223,23.181820000000002,37.0,13.61905,12.42105,2.571429
224,37.0,13.61905,12.42105,2.571429,5.0833330000000005
225,13.61905,12.42105,2.571429,5.0833330000000005,7.714286
226,12.42105,2.571429,5.0833330000000005,7.714286,16.89474
227,2.571429,5.0833330000000005,7.714286,16.89474,0.0
228,5.0833330000000005,7.714286,16.89474,0.0,5.0
229,7.714286,16.89474,0.0,5.0,0.0
230,16.89474,0.0,5.0,0.0,0.04545455
231,0.0,5.0,0.0,0.04545455,1.352941
232,5.0,0.0,0.04545455,1.352941,2.030303
233,0.0,0.04545455,1.352941,2.030303,4.705882
234,0.04545455,1.352941,2.030303,4.705882,2.833333
235,1.352941,2.030303,4.705882,2.833333,3.121212
236,2.030303,4.705882,2.833333,3.121212,7.7931029999999994
237,4.705882,2.833333,3.121212,7.7931029999999994,0.8181818000000001
238,2.833333,3.121212,7.7931029999999994,0.8181818000000001,9.3
239,3.121212,7.7931029999999994,0.8181818000000001,9.3,4.8
240,7.7931029999999994,0.8181818000000001,9.3,4.8,2.631579
241,0.8181818000000001,9.3,4.8,2.631579,8.428571
242,9.3,4.8,2.631579,8.428571,5.0416669999999995
243,4.8,2.631579,8.428571,5.0416669999999995,14.0
244,2.631579,8.428571,5.0416669999999995,14.0,4.1
245,8.428571,5.0416669999999995,14.0,4.1,0.75
246,5.0416669999999995,14.0,4.1,0.75,3.64
247,14.0,4.1,0.75,3.64,7.3333330000000005
248,4.1,0.75,3.64,7.3333330000000005,4.434783
249,0.75,3.64,7.3333330000000005,4.434783,1.9444439999999998
250,3.64,7.3333330000000005,4.434783,1.9444439999999998,2.5
251,7.3333330000000005,4.434783,1.9444439999999998,2.5,4.411765
252,4.434783,1.9444439999999998,2.5,4.411765,10.7
253,1.9444439999999998,2.5,4.411765,10.7,20.37931
254,2.5,4.411765,10.7,20.37931,22.76667
255,4.411765,10.7,20.37931,22.76667,23.86957
256,10.7,20.37931,22.76667,23.86957,19.0
257,20.37931,22.76667,23.86957,19.0,27.111109999999996
258,22.76667,23.86957,19.0,27.111109999999996,26.35
259,23.86957,19.0,27.111109999999996,26.35,26.11111
260,19.0,27.111109999999996,26.35,26.11111,29.73077
261,27.111109999999996,26.35,26.11111,29.73077,30.0
262,26.35,26.11111,29.73077,30.0,32.95455
263,26.11111,29.73077,30.0,32.95455,18.0
264,29.73077,30.0,32.95455,18.0,12.625
265,30.0,32.95455,18.0,12.625,1.4285709999999998
266,32.95455,18.0,12.625,1.4285709999999998,5.869565000000001
267,18.0,12.625,1.4285709999999998,5.869565000000001,8.666667
268,12.625,1.4285709999999998,5.869565000000001,8.666667,3.193548
269,1.4285709999999998,5.869565000000001,8.666667,3.193548,10.941180000000001
270,5.869565000000001,8.666667,3.193548,10.941180000000001,6.35
271,8.666667,3.193548,10.941180000000001,6.35,1.931034
272,3.193548,10.941180000000001,6.35,1.931034,7.8
273,10.941180000000001,6.35,1.931034,7.8,2.5652169999999996
274,6.35,1.931034,7.8,2.5652169999999996,4.4545449999999995
275,1.931034,7.8,2.5652169999999996,4.4545449999999995,4.444444
276,7.8,2.5652169999999996,4.4545449999999995,4.444444,9.6
277,2.5652169999999996,4.4545449999999995,4.444444,9.6,20.88889
278,4.4545449999999995,4.444444,9.6,20.88889,9.192308
279,4.444444,9.6,20.88889,9.192308,14.5
280,9.6,20.88889,9.192308,14.5,3.181818
281,20.88889,9.192308,14.5,3.181818,30.0
282,9.192308,14.5,3.181818,30.0,0.9583333
283,14.5,3.181818,30.0,0.9583333,7.142857000000001
284,3.181818,30.0,0.9583333,7.142857000000001,1.565217
285,30.0,0.9583333,7.142857000000001,1.565217,2.833333
286,0.9583333,7.142857000000001,1.565217,2.833333,15.45161
287,7.142857000000001,1.565217,2.833333,15.45161,8.333333
288,1.565217,2.833333,15.45161,8.333333,13.0
289,2.833333,15.45161,8.333333,13.0,15.5
290,15.45161,8.333333,13.0,15.5,7.32258
291,8.333333,13.0,15.5,7.32258,10.21739
292,13.0,15.5,7.32258,10.21739,9.454545
293,15.5,7.32258,10.21739,9.454545,8.666667
294,7.32258,10.21739,9.454545,8.666667,27.8
295,10.21739,9.454545,8.666667,27.8,18.66667
296,9.454545,8.666667,27.8,18.66667,6.923077
297,8.666667,27.8,18.66667,6.923077,18.5
298,27.8,18.66667,6.923077,18.5,43.54545
299,18.66667,6.923077,18.5,43.54545,29.33333
300,6.923077,18.5,43.54545,29.33333,20.95833
301,18.5,43.54545,29.33333,20.95833,22.42857
302,43.54545,29.33333,20.95833,22.42857,18.478260000000002
303,29.33333,20.95833,22.42857,18.478260000000002,10.5
304,20.95833,22.42857,18.478260000000002,10.5,15.35484
305,22.42857,18.478260000000002,10.5,15.35484,14.222220000000002
306,18.478260000000002,10.5,15.35484,14.222220000000002,36.45
307,10.5,15.35484,14.222220000000002,36.45,23.9
308,15.35484,14.222220000000002,36.45,23.9,41.16129
309,14.222220000000002,36.45,23.9,41.16129,67.30435
310,36.45,23.9,41.16129,67.30435,44.81818
311,23.9,41.16129,67.30435,44.81818,51.05556
312,41.16129,67.30435,44.81818,51.05556,38.6
313,67.30435,44.81818,51.05556,38.6,76.22222
314,44.81818,51.05556,38.6,76.22222,39.53846
315,51.05556,38.6,76.22222,39.53846,40.625
316,38.6,76.22222,39.53846,40.625,41.727270000000004
317,76.22222,39.53846,40.625,41.727270000000004,15.0
318,39.53846,40.625,41.727270000000004,15.0,11.95833
319,40.625,41.727270000000004,15.0,11.95833,26.0
320,41.727270000000004,15.0,11.95833,26.0,8.181818
321,15.0,11.95833,26.0,8.181818,1.4
322,11.95833,26.0,8.181818,1.4,8.903226
323,26.0,8.181818,1.4,8.903226,9.105263
324,8.181818,1.4,8.903226,9.105263,23.05556
325,1.4,8.903226,9.105263,23.05556,17.10345
326,8.903226,9.105263,23.05556,17.10345,19.03333
327,9.105263,23.05556,17.10345,19.03333,12.84211
328,23.05556,17.10345,19.03333,12.84211,32.4
329,17.10345,19.03333,12.84211,32.4,33.125
330,19.03333,12.84211,32.4,33.125,7.866667
331,12.84211,32.4,33.125,7.866667,31.875
332,32.4,33.125,7.866667,31.875,23.79167
333,33.125,7.866667,31.875,23.79167,14.8
334,7.866667,31.875,23.79167,14.8,13.06667
335,31.875,23.79167,14.8,13.06667,0.3333333
336,23.79167,14.8,13.06667,0.3333333,3.863636
337,14.8,13.06667,0.3333333,3.863636,11.85714
338,13.06667,0.3333333,3.863636,11.85714,1.5789469999999999
339,0.3333333,3.863636,11.85714,1.5789469999999999,8.333333
340,3.863636,11.85714,1.5789469999999999,8.333333,3.233333
341,11.85714,1.5789469999999999,8.333333,3.233333,10.05556
342,1.5789469999999999,8.333333,3.233333,10.05556,12.5
343,8.333333,3.233333,10.05556,12.5,9.5
344,3.233333,10.05556,12.5,9.5,11.26667
345,10.05556,12.5,9.5,11.26667,11.0
346,12.5,9.5,11.26667,11.0,1.181818
347,9.5,11.26667,11.0,1.181818,20.66667
348,11.26667,11.0,1.181818,20.66667,11.94737
349,11.0,1.181818,20.66667,11.94737,8.75
350,1.181818,20.66667,11.94737,8.75,9.807692
351,20.66667,11.94737,8.75,9.807692,3.142857
352,11.94737,8.75,9.807692,3.142857,7.5454550000000005
353,8.75,9.807692,3.142857,7.5454550000000005,0.6666667
354,9.807692,3.142857,7.5454550000000005,0.6666667,2.304348
355,3.142857,7.5454550000000005,0.6666667,2.304348,8.571429
356,7.5454550000000005,0.6666667,2.304348,8.571429,3.3478260000000004
357,0.6666667,2.304348,8.571429,3.3478260000000004,2.611111
358,2.304348,8.571429,3.3478260000000004,2.611111,16.25806
359,8.571429,3.3478260000000004,2.611111,16.25806,13.0
360,3.3478260000000004,2.611111,16.25806,13.0,17.45
361,2.611111,16.25806,13.0,17.45,28.366670000000003
362,16.25806,13.0,17.45,28.366670000000003,26.22581
363,13.0,17.45,28.366670000000003,26.22581,25.217389999999998
364,17.45,28.366670000000003,26.22581,25.217389999999998,11.63636
365,28.366670000000003,26.22581,25.217389999999998,11.63636,40.44444
366,26.22581,25.217389999999998,11.63636,40.44444,15.7
367,25.217389999999998,11.63636,40.44444,15.7,13.44444
368,11.63636,40.44444,15.7,13.44444,12.65385
369,40.44444,15.7,13.44444,12.65385,20.875
370,15.7,13.44444,12.65385,20.875,14.5
371,13.44444,12.65385,20.875,14.5,23.33333
372,12.65385,20.875,14.5,23.33333,8.625
373,20.875,14.5,23.33333,8.625,13.14286
374,14.5,23.33333,8.625,13.14286,1.7391299999999998
375,23.33333,8.625,13.14286,1.7391299999999998,2.055556
376,8.625,13.14286,1.7391299999999998,2.055556,5.967741999999999
377,13.14286,1.7391299999999998,2.055556,5.967741999999999,12.55556
378,1.7391299999999998,2.055556,5.967741999999999,12.55556,8.947367999999999
379,2.055556,5.967741999999999,12.55556,8.947367999999999,8.066667
380,5.967741999999999,12.55556,8.947367999999999,8.066667,11.54839
381,12.55556,8.947367999999999,8.066667,11.54839,10.260869999999999
382,8.947367999999999,8.066667,11.54839,10.260869999999999,14.72727
383,8.066667,11.54839,10.260869999999999,14.72727,11.61111
384,11.54839,10.260869999999999,14.72727,11.61111,8.5
385,10.260869999999999,14.72727,11.61111,8.5,20.44444
386,14.72727,11.61111,8.5,20.44444,13.19231
387,11.61111,8.5,20.44444,13.19231,20.625
388,8.5,20.44444,13.19231,20.625,24.72727
389,20.44444,13.19231,20.625,24.72727,25.33333
390,13.19231,20.625,24.72727,25.33333,5.0
391,20.625,24.72727,25.33333,5.0,1.285714
392,24.72727,25.33333,5.0,1.285714,6.434783
393,25.33333,5.0,1.285714,6.434783,6.444444
394,5.0,1.285714,6.434783,6.444444,3.6333330000000004
395,1.285714,6.434783,6.444444,3.6333330000000004,5.1666669999999995
396,6.434783,6.444444,3.6333330000000004,5.1666669999999995,5.947368
397,6.444444,3.6333330000000004,5.1666669999999995,5.947368,13.5
398,3.6333330000000004,5.1666669999999995,5.947368,13.5,13.64516
399,5.1666669999999995,5.947368,13.5,13.64516,10.52174
400,5.947368,13.5,13.64516,10.52174,1.818182
401,13.5,13.64516,10.52174,1.818182,12.88889
402,13.64516,10.52174,1.818182,12.88889,8.3
403,10.52174,1.818182,12.88889,8.3,20.55556
404,1.818182,12.88889,8.3,20.55556,12.96154
405,12.88889,8.3,20.55556,12.96154,4.0
406,8.3,20.55556,12.96154,4.0,3.818182
407,20.55556,12.96154,4.0,3.818182,0.0
408,12.96154,4.0,3.818182,0.0,2.625
409,4.0,3.818182,0.0,2.625,10.57143
410,3.818182,0.0,2.625,10.57143,10.16667
411,0.0,2.625,10.57143,10.16667,9.777778
412,2.625,10.57143,10.16667,9.777778,5.741935
413,10.57143,10.16667,9.777778,5.741935,13.55556
414,10.16667,9.777778,5.741935,13.55556,12.63158
415,9.777778,5.741935,13.55556,12.63158,10.93333
416,5.741935,13.55556,12.63158,10.93333,31.54839
417,13.55556,12.63158,10.93333,31.54839,19.91304
418,12.63158,10.93333,31.54839,19.91304,6.818182000000001
419,10.93333,31.54839,19.91304,6.818182000000001,10.55556
420,31.54839,19.91304,6.818182000000001,10.55556,8.75
421,19.91304,6.818182000000001,10.55556,8.75,5.111111
422,6.818182000000001,10.55556,8.75,5.111111,7.423077
423,10.55556,8.75,5.111111,7.423077,9.5
424,8.75,5.111111,7.423077,9.5,5.0454550000000005
425,5.111111,7.423077,9.5,5.0454550000000005,23.33333
426,7.423077,9.5,5.0454550000000005,23.33333,17.625
427,9.5,5.0454550000000005,23.33333,17.625,14.28571
428,5.0454550000000005,23.33333,17.625,14.28571,4.0
429,23.33333,17.625,14.28571,4.0,2.277778
430,17.625,14.28571,4.0,2.277778,5.580645
431,14.28571,4.0,2.277778,5.580645,3.666667
432,4.0,2.277778,5.580645,3.666667,10.95
433,2.277778,5.580645,3.666667,10.95,11.6
434,5.580645,3.666667,10.95,11.6,14.64516
435,3.666667,10.95,11.6,14.64516,8.608696
436,10.95,11.6,14.64516,8.608696,2.0
437,11.6,14.64516,8.608696,2.0,7.777778
438,14.64516,8.608696,2.0,7.777778,10.95
439,8.608696,2.0,7.777778,10.95,15.666670000000002
440,2.0,7.777778,10.95,15.666670000000002,8.461538000000001
441,7.777778,10.95,15.666670000000002,8.461538000000001,1.75
442,10.95,15.666670000000002,8.461538000000001,1.75,4.5
443,15.666670000000002,8.461538000000001,1.75,4.5,5.75
444,8.461538000000001,1.75,4.5,5.75,3.166667
445,1.75,4.5,5.75,3.166667,6.3333330000000005
446,4.5,5.75,3.166667,6.3333330000000005,4.136364
447,5.75,3.166667,6.3333330000000005,4.136364,3.4666669999999997
448,3.166667,6.3333330000000005,4.136364,3.4666669999999997,1.354839
449,6.3333330000000005,4.136364,3.4666669999999997,1.354839,2.052632
450,4.136364,3.4666669999999997,1.354839,2.052632,30.944440000000004
451,3.4666669999999997,1.354839,2.052632,30.944440000000004,18.68966
452,1.354839,2.052632,30.944440000000004,18.68966,18.548389999999998
453,2.052632,30.944440000000004,18.68966,18.548389999999998,16.947370000000003
454,30.944440000000004,18.68966,18.548389999999998,16.947370000000003,17.2
455,18.68966,18.548389999999998,16.947370000000003,17.2,6.1875
456,18.548389999999998,16.947370000000003,17.2,6.1875,16.3125
457,16.947370000000003,17.2,6.1875,16.3125,16.0
458,17.2,6.1875,16.3125,16.0,6.130434999999999
459,6.1875,16.3125,16.0,6.130434999999999,3.2
460,16.3125,16.0,6.130434999999999,3.2,2.5625
461,16.0,6.130434999999999,3.2,2.5625,27.33333
462,6.130434999999999,3.2,2.5625,27.33333,1.818182
463,3.2,2.5625,27.33333,1.818182,16.71429
464,2.5625,27.33333,1.818182,16.71429,8.0
465,27.33333,1.818182,16.71429,8.0,2.6
466,1.818182,16.71429,8.0,2.6,9.774194
467,16.71429,8.0,2.6,9.774194,5.3333330000000005
468,8.0,2.6,9.774194,5.3333330000000005,37.05
469,2.6,9.774194,5.3333330000000005,37.05,27.96667
470,9.774194,5.3333330000000005,37.05,27.96667,51.64516
471,5.3333330000000005,37.05,27.96667,51.64516,37.260870000000004
472,37.05,27.96667,51.64516,37.260870000000004,34.636359999999996
473,27.96667,51.64516,37.260870000000004,34.636359999999996,23.77778
474,51.64516,37.260870000000004,34.636359999999996,23.77778,38.3
475,37.260870000000004,34.636359999999996,23.77778,38.3,25.44444
476,34.636359999999996,23.77778,38.3,25.44444,40.80769
477,23.77778,38.3,25.44444,40.80769,48.0
478,38.3,25.44444,40.80769,48.0,39.81818
479,25.44444,40.80769,48.0,39.81818,4.0
480,40.80769,48.0,39.81818,4.0,16.83333
481,48.0,39.81818,4.0,16.83333,4.0
482,39.81818,4.0,16.83333,4.0,1.130435
483,4.0,16.83333,4.0,1.130435,12.66667
484,16.83333,4.0,1.130435,12.66667,8.0
485,4.0,1.130435,12.66667,8.0,17.38889
486,1.130435,12.66667,8.0,17.38889,4.55
487,12.66667,8.0,17.38889,4.55,16.566670000000002
488,8.0,17.38889,4.55,16.566670000000002,22.3871
489,17.38889,4.55,16.566670000000002,22.3871,7.608696000000001
490,4.55,16.566670000000002,22.3871,7.608696000000001,11.81818
491,16.566670000000002,22.3871,7.608696000000001,11.81818,0.38888890000000004
492,22.3871,7.608696000000001,11.81818,0.38888890000000004,4.25
